流水号,平台用户编号,金额
268103256666277087,706302,8.31
268103256666277088,706304,917.16
268103256666277089,703608,177.88
268103256666277090,707723,42.99
268103256666277091,705415,1015.50
268103256674665481,702503,931.44
268103256674665482,700259,37220.04
268103256674665483,707732,301.36
268103256674665484,706314,50.62
268103256674665485,708252,461.92
268103256674665486,708257,1.53
268103256674665487,708258,376.37
268103256674665488,70252,1141.35
268103256674665489,701377,79.68
268103256674665490,702520,79136.22
268103256674665491,705439,7.21
268103256674665492,703623,173.55
268103256674665493,69825,248085.47
268103256674665494,706330,14460.87
268103256674665495,706335,54.03
268103256674665496,708268,0.50
268103256674665497,70776,330.24
268103256674665498,701385,179.54
268103256674665499,70634,291.83
268103256674665500,708273,969.28
268103256674665501,707774,11.22
268103256674665502,702544,65.01
268103256674665503,708283,10462.12
268103256674665504,708296,73.30
268103256674665505,700286,0.91
268103256674665506,70830,404.14
268103256674665507,708304,899.96
268103256674665508,701396,265.60
268103256674665509,703643,15.96
268103256674665510,70831,12.64
268103256674665511,704617,0.90
268103256674665512,706354,72182.26
268103256674665513,707806,18.11
268103256674665514,708318,7.77
268103256674665515,704624,52.73
268103256674665516,702576,150.48
268103256674665517,708324,237.02
268103256674665518,707812,68829.82
268103256674665519,705468,143.29
268103256674665520,700318,0.95
268103256674665521,705473,135.84
268103256674665522,70783,788.24
268103256674665523,702591,770.27
268103256674665524,700326,1037.55
268103256674665525,704641,1.00
268103256674665526,704643,56486.01
268103256674665527,70784,13.13
268103256674665528,707840,1664.19
268103256674665529,707843,2.15
268103256674665530,700341,11253.08
268103256674665531,704648,1471.69
268103256674665532,707855,5.82
268103256674665533,707856,45.72
268103256674665534,70786,26134.72
268103256674665535,708359,91.12
268103256674665536,705485,20894.70
268103256674665537,707862,1369.25
268103256674665538,707868,437.56
268103256674665539,707873,2.56
268103256674665540,703722,1864.80
268103256674665541,70837,10623.93
268103256674665542,707891,421.59
268103256674665543,70641,1940.49
268103256674665544,708380,2285.88
268103256674665545,706414,1894.47
268103256674665546,705507,917.00
268103256674665547,706419,4198.55
268103256674665548,707938,2253.65
268103256674665549,708393,6632.71
268103256674665550,708394,15.30
268103256674665551,708410,233.13
268103256674665552,708415,188.48
268103256674665553,708416,250.00
268103256674665554,70843,1.30
268103256674665555,708451,15030.82
268103256674665556,708486,211.90
268103256674665557,70849,41.08
268103256674665558,70852,8051.95
268103256674665559,708520,40.19
268103256674665560,708547,2147.78
268103256674665561,708556,34096.94
268103256674665562,708561,202.40
268103256674665563,708598,173.46
268103256674665564,708600,107.84
268103256674665565,708603,110.49
268103256674665566,70861,57882.05
268103256674665567,708610,124.31
268103256674665568,708628,3621.56
268103256674665569,70863,2964.73
268103256674665570,708704,34.10
268103256674665571,708721,1031.00
268103256674665572,708722,16810.45
268103256674665573,708731,301.61
268103256674665574,708735,2284.58
268103256674665575,708748,1698.27
268103256674665576,708791,1809.22
268103256674665577,708806,118.46
268103256674665578,708811,3220.72
268103256674665579,708822,1099.85
268103256674665580,708864,52456.60
268103256674665581,708875,857.66
268103256674665582,708886,1057.16
268103256674665583,708892,40000.00
268103256674665584,70891,2746.51
268103256674665585,708917,553.73
268103256674665586,70921,276.87
268103256674665587,708923,361.67
268103256674665588,709214,140.35
268103256674665589,708932,896.85
268103256674665590,708943,13.55
268103256674665591,708960,4669.32
268103256674665592,709278,229.06
268103256674665593,708981,18173.66
268103256674665594,709314,160.92
268103256674665595,709317,55.12
268103256674665596,709018,452.84
268103256674665597,709021,117.44
268103256674665598,710285,1449.62
268103256674665599,709352,194.39
268103256674665600,711445,354.81
268103256674665601,71145,56.72
268103256674665602,709057,5755.04
268103256674665603,711454,33856.44
268103256674665604,709061,911.70
268103256674665605,709370,37.26
268103256674665606,710303,43911.64
268103256674665607,716172,52824.72
268103256674665608,716173,49225.00
268103256674665610,71031,90.51
268103256674665611,715029,299.12
268103256674665612,716176,188469.06
268103256674665613,715030,0.05
268103256674665614,71618,550.50
268103256674665615,713874,13951.70
268103256674665616,711475,590.58
268103256674665617,713875,10.92
268103256674665618,718472,10590.96
268103256674665619,713877,53184.94
268103256674665620,711478,1.48
268103256674665621,718475,6845.42
268103256674665622,71504,1971.77
268103256674665623,712683,20.88
268103256674665624,709083,246.71
268103256674665625,710326,260.61
268103256674665627,718488,295.32
268103256674665628,713892,389.24
268103257840681986,71620,1564.66
268103257840681987,715048,0.02
268103257840681988,71849,195.38
268103257840681989,716203,29.28
268103257840681990,709098,218.24
268103257840681991,71622,2323.65
268103257840681992,710350,164.86
268103257840681993,709104,33.54
268103257840681994,717332,5.00
268103257849070594,711501,102.94
268103257849070595,709429,500.00
268103257849070596,717342,2669.89
268103257849070597,71507,2500.18
268103257849070598,709112,1591.05
268103257849070599,713923,256.62
268103257849070600,709113,240.20
268103257849070601,717345,1649.60
268103257849070602,716232,11234.17
268103257849070603,716233,131.18
268103257849070604,713932,22626.01
268103257849070605,713933,650.65
268103257849070606,718546,141.57
268103257849070607,709439,242.39
268103257849070608,715079,0.84
268103257849070609,716241,538.34
268103257849070610,71394,8473.63
268103257849070611,715081,352.57
268103257849070612,716245,20357.71
268103257849070613,716248,1.00
268103257849070614,715090,47021.63
268103257849070615,709456,258.07
268103257849070616,709458,36.36
268103257849070617,716270,17.07
268103257849070618,709460,163.34
268103257849070619,710378,403.00
268103257849070620,709139,564.82
268103257849070621,712759,336.00
268103257849070622,716284,0.01
268103257849070623,715102,4.81
268103257849070624,718566,23.61
268103257849070625,712771,35892.74
268103257849070626,716291,26498.98
268103257849070627,712778,14.34
268103257849070628,709153,59.31
268103257849070630,712785,7431.84
268103257849070631,710424,182.90
268103257849070632,71631,22773.23
268103257849070633,714009,20346.58
268103257849070634,71401,970.44
268103257849070635,71513,11383.60
268103257849070636,711579,33.92
268103257849070637,718595,1243.31
268103257849070638,71633,271011.30
268103257849070639,714030,93.43
268103257849070640,714031,513.93
268103257849070641,715143,1105.84
268103257849070642,716338,252.66
268103257849070643,714041,3338.72
268103257849070644,718612,0.16
268103257849070645,712814,10706.40
268103257849070646,709193,0.40
268103257849070647,718613,193.56
268103257849070648,71637,1769.88
268103257849070649,709195,326.61
268103257849070650,717481,0.36
268103257849070651,709196,230.33
268103257849070652,715170,641.36
268103257849070653,718621,11.88
268103257849070654,714065,70.00
268103257849070655,709546,14.77
268103257849070656,718622,88.00
268103257849070657,709198,366.33
268103257849070658,709199,36951.08
268103257849070659,710471,256.35
268103257849070660,711615,81.82
268103257849070661,709552,11102.02
268103257849070662,718627,805.24
268103257849070663,70920,9853.12
268103257849070664,715189,106.72
268103257849070665,709200,1792.67
268103257849070666,711617,2511.48
268103257849070667,709555,5.00
268103257849070668,716387,805.75
268103257849070669,710477,1497.28
268103257849070670,709207,191.69
268103257849070671,710479,231.35
268103257849070672,709208,0.16
268103257849070673,712843,4610.24
268103257849070674,718658,180.79
268103257849070675,714079,34828.87
268103257849070676,712856,1368.62
268103257849070677,717527,4405.22
268103257849070678,71642,525.23
268103257849070679,712865,2031.00
268103257849070680,71643,55.83
268103257849070681,709593,75.62
268103257849070682,711669,223.60
268103257849070683,716437,7.44
268103257849070684,709595,7693.23
268103257849070685,712874,762.71
268103257849070686,717539,454.57
268103257849070687,71050,1.86
268103257849070688,714098,6.09
268103257849070689,715233,953.87
268103257849070690,717544,26953.00
268103257849070691,709605,13183.39
268103257849070692,71411,661.38
268103257849070693,71876,465.94
268103257849070694,714110,682.65
268103257849070695,711680,11171.89
268103257849070696,71051,0.85
268103257849070697,712903,89371.83
268103257849070698,718769,78.40
268103257849070699,714112,120.32
268103257849070700,716454,298.45
268103257849070701,714117,14586.13
268103257849070702,718782,8550.73
268103257849070703,71646,1000.00
268103257849070704,709628,104.42
268103257849070705,71292,45.88
268103257849070706,714125,43848.79
268103257849070707,715251,231.92
268103257849070708,71880,101.18
268103257849070709,716463,365.83
268103257849070710,717566,5.00
268103257849070711,718802,145.75
268103257849070712,716468,43.66
268103257849070713,710530,57638.49
268103257849070714,717567,225.90
268103257849070715,712925,1.11
268103257849070716,714133,219.04
268103257849070717,710533,4070.65
268103257849070718,715265,126591.70
268103257849070719,717577,31250.54
268103257849070720,718852,26712.82
268103257849070721,714141,1492.63
268103257849070722,715267,10.07
268103257849070723,714142,302.82
268103257849070724,715273,5.00
268103257849070725,714148,10.00
268103257849070726,717588,76.08
268103257849070727,718864,200.73
268103257849070728,718868,1041.49
268103257849070729,715282,6975.63
268103257849070730,712958,4251.38
268103257849070731,710552,402.52
268103257849070732,709665,1257.03
268103257849070733,71175,88.00
268103257849070734,715285,23639.47
268103257849070735,714168,45.31
268103257849070736,710561,104562.49
268103257849070737,711757,2136.15
268103257849070738,716520,2383.51
268103257849070739,715293,169.22
268103257849070740,71897,80.00
268103257849070741,711764,1086.97
268103257849070742,709677,11919.84
268103257849070743,715296,411.09
268103257849070744,710572,12338.74
268103257849070745,716532,530565.16
268103257849070746,712983,82.13
268103257849070747,71058,1312.62
268103257849070748,718989,31.79
268103257849070749,717645,88.00
268103257849070750,712990,0.87
268103257849070751,717649,5194.47
268103257849070752,710589,34460.73
268103257849070753,711782,4.28
268103257849070754,71655,234.95
268103257849070755,715310,3116.80
268103257849070756,719012,202.34
268103257849070757,711787,97.91
268103257849070758,719014,0.79
268103257849070759,711795,21.89
268103257849070760,712998,105105.01
268103257849070761,717657,205.31
268103257849070762,715314,112.53
268103257849070763,711799,206.74
268103257849070764,713000,96.79
268103257849070765,713002,1112.52
268103257849070766,714224,3299.58
268103257849070767,714227,482.79
268103257849070768,71532,1174.11
268103257849070769,709708,397.25
268103257849070770,715321,197.50
268103257849070771,717665,317.88
268103257849070772,715324,7.88
268103257849070773,713019,2230.17
268103257849070774,717677,25.48
268103257849070775,711814,110.07
268103257849070776,715330,27984.77
268103257849070777,715335,29067.50
268103257849070778,716585,281.60
268103257849070779,710633,5.00
268103257849070780,714248,2110.87
268103257849070781,709720,58.20
268103257849070782,717691,233.81
268103257849070783,713041,620.65
268103257849070784,709723,123.68
268103257849070785,719040,59.20
268103257849070786,71182,12619.53
268103257849070787,714250,200.00
268103257849070788,717693,799.60
268103257849070789,70973,324.39
268103257849070790,713043,867.03
268103257849070791,714255,226.46
268103257849070792,716602,173.00
268103257849070793,713048,91.19
268103257849070794,719045,189.20
268103257849070795,717699,6933.91
268103257849070796,716609,23.67
268103257849070797,709737,80.10
268103257849070798,719047,102245.66
268103257857459202,71661,50623.20
268103257857459203,71536,84.22
268103257857459204,710650,684.99
268103257857459205,711836,51.22
268103257857459206,713053,154.13
268103257857459207,719053,95.08
268103257857459208,716620,40292.95
268103257857459209,71664,543.87
268103257857459210,714276,10577.50
268103257857459211,711851,291304.42
268103257857459212,710684,56812.54
268103257857459213,717726,54508.22
268103257857459214,716650,23.27
268103257857459215,719082,546.71
268103257857459216,716652,61.66
268103257857459217,715388,70.56
268103257857459218,71666,527.95
268103257857459219,719093,4386.49
268103257857459220,710696,663.69
268103257857459221,713083,29062.98
268103257857459222,714313,98.45
268103257857459223,709776,7545.38
268103257857459224,715417,0.61
268103257857459225,711873,87.64
